CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6.0,391.0,19.2,393.29,17.6,23.1
0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6.0,391.0,19.2,396.9,21.14,19.7
0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6.0,391.0,19.2,396.9,14.1,18.3
0.23912,0.0,9.69,0,0.585,6.019,65.3,2.4091,6.0,391.0,19.2,396.9,12.92,21.2
0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6.0,391.0,19.2,395.77,15.1,17.5
0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6.0,391.0,19.2,396.9,14.33,16.8
0.06263,0.0,11.93,0,0.573,6.593,69.1,2.4786,1.0,273.0,21.0,391.99,11.43,22.4
0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1.0,273.0,21.0,396.9,9.08,20.6
0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1.0,273.0,21.0,396.9,5.64,23.9
0.10959,0.0,11.93,0,0.573,6.794,89.3,2.3889,1.0,273.0,21.0,393.45,6.48,22.0
0.04741,0.0,11.93,0,0.573,6.03,76.80000000000001,2.505,1.0,273.0,21.0,396.9,7.88,11.9
0.30711036715128304,-0.2132170603298411,8.499130946217253,0,0.5203983333469001,6.365094764600839,85.0198336389149,2.7164894374192667,4.940503589474914,383.6653225374765,20.927554223183833,71.81503851104347,10.432420826196516,18.763134445499627
10.892994127572013,0.6462326539600372,18.0028914034278,0,0.741146992710834,6.6335797953732625,94.24275250780909,2.0236291145538248,24.201715368983848,663.9384669488078,20.201255284580608,108.42136226122604,23.127975374809207,13.447465648137207
0.20796973421621187,78.73494944074307,2.1851038871465938,0,0.4377032275483685,6.668200405909309,29.970262646812976,8.433065613979338,4.026597354668581,280.1312673917432,17.090951477699434,390.21579788443495,5.865948723143587,24.64594025842661
0.5410026657218656,19.768177963157093,7.257541838997039,0,0.46118595820646063,5.866300406482146,42.581711000498714,4.385941520028398,2.6309930459818207,212.8735464554082,18.60043739698373,386.5769404744465,12.983958861196173,20.90904434740163
-0.3304598461736793,-1.3751607846636293,8.920920276821146,0,0.5230524216167152,5.8395965231583595,91.15157055229763,2.3393261969462125,4.656491014407755,380.1580215383911,20.8500779060019,395.2284174283684,18.728038447770743,19.432643323742745
-0.17606285450412323,-1.0327188250074038,11.07446095649775,0,0.4082269880515628,5.949186557856029,17.53008235472829,5.285248554618149,3.6392154218906207,309.9713728652088,19.18396516714675,382.11471948271566,9.98182715566433,21.694455650409967
0.15866095863808138,45.94209290416053,3.417928024874708,0,0.4381415155236616,6.55665442885955,27.424708479623266,4.631643484101301,5.128376155269807,394.819980911704,15.112694042883938,386.6334649244613,4.558785835991552,29.362893923034033
1.1704761358773805,0.618352353332393,8.210946268052952,0,0.538621362621166,5.564686890340402,98.27458106470262,3.7945327882696103,4.539125951910306,302.8091131147617,21.026377950947648,377.5408632437004,20.740035910691933,13.279579275082897
0.2244400030372816,-0.49698364515442783,8.71423904475423,0,0.5178575616823096,6.38843278082832,86.02847502653029,2.7127578720323298,5.355898319921154,390.62111022534515,20.938309809512663,70.73072290366652,10.783211040111162,18.290545205806705
-0.14768888633819027,-1.0378598464493993,25.674373778916813,0,0.5809211384907015,5.9978898526932785,83.86905292557019,2.1605061055636052,1.5047349524706946,194.77647834549163,19.26037024720435,379.98213699651757,14.258851324060988,20.510827486017277
4.001095169711275,-2.047759312677019,9.716301958605655,0,0.6528358448229817,5.956181580131603,86.19792427682296,2.8790252139317074,24.371210303924247,668.6139624961779,20.159612768669692,25.104814816644883,17.394564416945293,19.06769665001123
0.48953972081668773,-0.3754215420543757,10.75569001897173,0,0.48527441223700274,5.395828204047886,9.073322958101295,3.6075883921324605,4.244604439553694,274.69887511163506,18.582607180093408,346.6572552999865,29.40100926352486,23.868599803825177
0.06241814051429577,1.67191066539985,3.228075865978975,0,0.4587707183698008,6.127004777110884,32.37930329553996,5.824057367476502,3.596340176434904,428.78920711920057,16.862605424793312,368.35790687244366,8.75269462888701,19.292415047217574
8.042071851021863,0.3003979267999997,9.543310947603475,0,0.7091621708890921,6.272328089245886,83.67045859607042,2.7752007812173685,23.92079834632743,661.9341265380135,20.213776438233477,267.21993711553944,16.222836962808817,14.490664483034429
0.1917183212454714,-0.3865266362893842,4.406632729534876,0,0.4501221505955152,6.129235903050744,56.71729365360854,3.7090592591849854,3.286169933944243,241.97031422169746,18.524790176421973,398.2260036453749,11.70281950779396,22.38298984309189
8.046304459265988,0.3212558832247398,18.227504975032822,1,0.6640019229835595,5.8864946041768365,89.50572892602354,1.2748727775768889,24.1437830206046,660.7193117130074,20.196533391084266,353.53578328670386,8.913880985696347,49.23332858243465
0.16341503085902132,-1.07823778377294,2.8906020717330434,0,0.44747506727658726,7.420883057987154,62.588319757956775,3.4895315902738107,1.6580410946070017,272.87504678146087,18.070555092930878,397.1193339706347,6.147966199828039,33.537891310109195
4.014757348962274,-0.20537721781239462,9.758429964440074,0,0.7658927885527561,6.132344360035293,81.9992343027533,2.6067143296945408,24.15953671102221,660.7683332492539,20.159928189553675,384.9199246649605,12.486777535851557,22.096922873401507
1.7221914991855625,0.06871443420259155,19.714779994220077,0,0.8690313718432036,5.40585211924493,101.13609352338823,1.5792422823107126,4.441646836278802,395.0937294688108,14.764050392717529,343.267657314071,13.65003895789705,19.832689922577824
0.327222802100599,-0.05947434524620107,21.814604245257996,0,0.6218286722652597,6.466263008149985,98.89814442841823,2.1348795383746832,3.9417948855736418,438.1093247964525,21.234974555533103,392.56383906555703,12.38325159884368,18.954827841469946
2.6864372720416667,0.5462522676594576,19.73211204392482,0,0.8756066476858144,5.603404441521924,95.57231686640766,1.44222770880124,5.2972545427765185,404.1861418792905,14.699218676362923,350.03318808051813,21.297292492919084,15.689406299382174
0.3178960176672741,0.23806497092751558,9.976200545679692,0,0.5451481969358325,6.633070472391446,81.92131675019498,3.2892578414789853,4.004804896184473,312.59940119538004,18.379545379880174,398.6160961959685,4.660001640651913,23.685173695630606
0.9258858936398471,20.46164868090182,3.7216292249706973,0,0.6462639433730271,8.692811064503712,87.53161366169702,1.8142997496486137,4.869668640078333,260.62080536545864,13.157608105054228,390.39718453101335,4.729276900578293,49.37280046180018
-0.01430338700129815,54.52450428765164,4.070105735525853,0,0.48573371348924144,6.742671047579798,55.77165502924035,5.8322899298316715,5.232313055419922,371.49711818311835,17.5469366233622,395.5631452665223,7.4483224481199874,24.09186368026579
-0.00439377443310468,0.6201693301712533,27.639280011349868,0,0.6016747034582092,5.973473544807147,99.69936785938005,1.8821229414866956,4.25462250667651,712.5811102879525,20.119350272935314,388.3308302560534,18.201402990038634,13.101104179484777
28.565257674675564,1.1251942506618582,17.767093491726364,0,0.5968500533966764,5.140964287142459,101.82291407979116,1.6768114193095474,24.342205662283256,664.7165684850444,20.15127449746222,211.3146455678807,20.269303035999975,16.4177511459668
0.21951997840658058,-0.6701343863471068,13.70979950986861,0,0.44394401900111014,6.136148282271001,18.299328542878875,5.5431756932733816,4.228393789453853,292.76343509292127,16.11597314940338,395.77853693740195,8.697492875988496,23.842948846683214
16.905764790681435,-0.6131790733855289,17.894626587144543,0,0.7004600801663399,5.282308716894933,96.29200918574332,1.5289050644179438,24.282474324671675,669.9196467430035,20.257597920725377,393.8619703895352,30.77608083063227,7.235808645851504
0.3598388565291919,45.922697994875755,3.450494161203971,0,0.4372360886057168,6.709389081271721,30.348054196870482,6.476070226153666,5.1914487474361195,399.65542765246965,15.155942283988718,388.79916068343306,4.466189585901947,30.248453792647204
10.077314833459793,-0.13217156995673876,18.04491760491881,0,0.7419054752780109,6.508664389645882,101.01581516464519,2.1293934850014438,24.069360804654114,664.7074566408631,20.23329220709522,387.6600918745783,18.820511799331495,15.615361534855548
0.6553610551705622,40.96969484399836,6.342249489623739,1,0.45011341961732826,7.265014518296254,49.45607202534988,4.7565368890029145,4.02338134234502,252.19228719804207,17.616736915947744,388.7622020445106,5.844696601997564,32.800379066252425
1.1689605548911433,-0.30568318771327746,19.704647089576156,1,0.5980561460721369,6.226583223020448,92.80525636177109,1.7499816066216918,4.938023542531615,396.08448107271454,14.666446066023681,335.04861772651276,5.602343745728907,27.34258401436947
6.669459608427351,1.0050781396166677,18.16836265971552,0,0.7071516775272824,6.106057802956945,85.23175687499187,2.641059383819656,23.683307844093044,661.9251882544306,20.249241526849858,399.60889561426944,14.869840518298263,19.88708246996942
0.06013871924440345,0.09082431663722311,9.963569989183238,0,0.5447310419807257,6.279188311484589,83.1994846039627,3.410053867689559,3.7504556469987054,300.8550593727137,18.42528474891488,385.88881743871434,8.210892679579821,21.212979235125797
1.0104236848112336,0.178372519440785,8.222433052139403,0,0.5355148529685432,5.938345333536665,90.2041469929474,4.064065571557057,3.9263328026703475,301.317071218988,21.01400927895295,391.30747461117596,13.908263246510668,20.04006399931178
0.3724969563780048,23.08083478888366,5.983929562001078,0,0.4355610331340948,6.994460373916458,7.558164920676532,8.885593157646145,7.063071597476293,332.2243054988699,19.097277383263716,384.3913719860071,3.724638427764421,29.58141927837782
0.3011512644305676,-0.24989430184705913,5.776005461253744,0,0.5059043497281048,6.09988646975153,62.75480769350007,3.7308023922358275,8.376365870447088,313.05028630090186,17.427996284826918,377.155839116796,10.81744611073571,24.526341797429552
-0.18553520110652,54.34991641447497,9.616696751010593,0,0.4772749322451435,6.8737850810309675,28.395866433944665,6.508842411946155,4.989081820860372,365.4087332937218,17.614898353728304,389.5083051571934,4.509314739990047,31.536988183471625
0.04187529983155508,-0.30984739382478493,6.471471716502179,0,0.4435919648380601,5.432519449838339,96.04648493372318,5.99420283580149,3.2621258505181876,234.43311206452634,17.903838015404414,399.986035210891,30.909715779192187,14.179781126285521
8.223073644990041,0.3124513575465345,18.107253107422657,0,0.5744412180201918,5.430357760614803,95.14674029077337,2.332021381893186,24.28193644134075,660.7714167259006,20.15836706386159,350.628832811021,18.058641058532828,13.776550198632572
0.3455591995481274,23.91844610160698,5.129068122200642,0,0.4521861023077572,6.144408050499762,28.704030078767744,7.79803685598159,7.939541980966164,282.4582789006609,19.81000734923472,392.2865586481101,6.91666806749737,23.33339595588824
2.5891885198827524,0.4403353952241722,19.790298760322642,0,0.6043451145559983,6.3880818545605145,96.60741573833579,2.2332819211414936,5.15534365771005,399.5096153079383,14.631776941368814,330.5763163949669,11.0966014659435,22.721127081975286
6.222000842679269,-0.37215829003648654,18.338881234494682,0,0.5825244274334876,6.174264542806827,97.57828429421339,2.081319892046108,23.936386145200974,669.0432527034648,20.227774273535257,298.07235734563506,23.91440276904773,13.420716878497293
0.13844447106563312,45.79285586135064,3.4807862505061506,0,0.4407505398610764,6.792046082463333,41.76371165532366,3.8555822519793006,5.345365405128636,394.5679699630528,15.179200887153305,399.0752869462947,6.813764183151638,32.048641447581836
5.851152834087569,-1.6538442040936365,17.999357182147786,0,0.7171664507869103,6.513309435538627,90.00203711367632,2.784518697027189,24.166093586220665,671.1150698565925,20.314279719542746,389.8794165963792,10.4766629485204,20.14485059897543
0.355390296835758,19.45667676750439,7.0575854911276155,0,0.46340767356622503,5.839348261341254,41.6163539908207,4.4757234675493,2.689024474656159,221.75760788356538,18.541320285758495,389.7989383975512,12.792503049453464,21.086050650366865
0.3077660902679238,43.83506585662457,3.3338144451790397,0,0.4295790997865159,7.1877387282893554,38.90905659066112,4.715769869759485,5.0421931112975775,394.71552992618854,15.152245852781007,397.9680402066236,5.5311754208050345,35.259954076106666
10.729291996687573,-0.5707210746469792,18.09971988155779,0,0.7421458746433951,6.457528745296018,95.98413340685684,1.9655851354285385,24.4305162026196,659.6631463664353,20.137011901753716,43.81492667986056,23.867850316284166,11.80102235490894
0.25903562321198587,0.17107614166358587,4.2483518347223725,0,0.5119306155731334,5.830892342500598,69.15785589121187,2.6752952169867825,4.952659231211835,297.2802307381186,16.62100852642401,391.8754301184655,9.643474612991454,22.49101506944919
10.68917626558532,-0.12380145764128181,17.98780965883749,0,0.7410755472806276,6.427976382302076,93.38870404869368,1.9953961703156702,24.116951126917808,670.5263258325159,20.11082260362201,45.32571755791922,24.27829027061103,11.644245065193376
0.16306981402084175,20.82497850254865,5.802054508633143,0,0.442411947761938,5.974912593578325,45.52250751150845,6.8770657024599045,4.142593258976856,244.38194328999728,16.768920356319132,391.28639389230744,13.61998943844756,19.547208927206146
4.384709960248347,-0.10995754153066012,18.236252769533596,1,0.765950672828895,5.74815605993778,90.4696952735611,1.8688999993113795,23.72921566599995,677.3197869717002,20.060207357392468,352.85970508996326,14.807544236762746,16.413143315516887
-0.3610711328893273,75.14049118311891,3.8079528099223823,0,0.4169830971540745,5.892329748730429,47.4237012109624,7.279841333262173,3.1334059975018502,476.22916761432793,21.115614974032752,395.35563413623447,15.20183198876305,18.692961605541647
0.04537455106265649,29.303349980712945,5.125889436211639,0,0.42466471225984925,6.382922719429372,6.315309297366997,7.102284024563279,5.635905473770914,298.445104722833,16.567511862419206,372.8549852869396,5.041821739244372,24.113433817253892
0.35452544975862776,0.48825901652124626,10.040509901011234,0,0.5466045463408263,6.140575894814263,60.361024905609696,4.025819139756355,3.8365758588559022,302.39201720439394,18.303353146395747,397.4042741333174,12.52245698716059,20.94299655288555
-0.05468144161078016,0.457738981901417,11.950501411841703,0,0.5671342221338511,6.78359842329554,89.86270691761956,2.259731849711672,1.2809979671066687,275.3748399156761,21.07050855652413,396.401047723033,6.327981300465803,22.19435642308226
0.2693140594711192,0.26596638646405696,21.73666596904401,0,0.6207660927085062,6.4719009474423554,98.84226677548514,2.041090402363144,4.093191086700216,432.7628799239694,21.11506917205496,394.0998753532207,12.546423312555213,18.516078548927844
2.762956725874469,0.3844275439870001,17.927178973882423,0,0.5882713982271306,5.862633645920625,41.59372563969479,3.8188350268275255,23.920464982536192,671.8968860301483,20.25176019023137,372.86816522696154,12.84432809355292,20.75680454787783
-0.1475967915807042,33.204751835722725,2.0718543443172717,0,0.4710930260478575,7.422397642080136,72.79251700368134,3.1245903336757133,7.116623557508028,223.82829327346457,18.354468544184993,397.03623201918424,6.426332920213998,33.35548067149411
1.225138533854491,1.405734447394341,21.999137657191103,0,0.6269198483767028,5.772531419355572,97.95307567982258,2.2978510892862154,3.984302836354423,438.29668535668077,21.304019443564517,260.3149440207874,17.195358840351446,15.467164379929363
0.8190821761387528,-0.060160622347836555,7.947785189531274,0,0.5388237351904507,5.560250012717768,99.04686243472032,3.7871349997725545,4.00328572847928,310.4733157008841,21.048682082521378,375.8635089588984,21.18499441368748,13.649929226921499
-0.019937300168402547,-0.2121188743669926,3.328001380473157,0,0.45963513078521046,5.889005896386086,26.247099042838933,5.21543617787884,4.171572678415786,438.7108233998897,16.83452893822784,381.6197542864563,10.044190116960106,19.16319530594618
2.052037875466155,-0.5205019766848434,19.330232819546914,0,0.6097411941683493,7.908054325085088,96.40176688651812,2.092377235617191,4.809998612430584,403.8643696609553,14.64043698701147,367.3919558329781,3.57354340956807,49.41399503879634
0.37261239390222456,19.286960723801357,6.918953567132187,1,0.4631772957641937,7.697209579445269,51.919992799453304,4.280696730444547,3.0105365863737767,222.42845505686662,18.6393278724764,391.94354872587684,6.704196530401665,35.4544603092799
22.779974106365913,-0.8596235124767032,18.122054591154267,0,0.6938095662136871,5.019447874592801,89.35571980464968,1.4652761464816855,23.91842999496335,673.6282576275094,20.182958969211953,397.54265975654295,32.14225885464068,7.467051734203417
0.2605893766587118,-0.6139400474093628,3.90181440949478,0,0.48620767215424926,7.020912609710862,87.16224411980097,3.4389429709141135,1.5858122041049094,274.8920447024677,17.789001480923485,392.54345554541374,5.338208380611792,23.513379156987096
0.16389407950895984,-0.048822736316159916,9.622966203996743,0,0.5459161244910741,5.745395810744143,76.98643062352811,3.938693319385893,3.7595605893586344,302.3770895016984,18.48262983486667,391.8967247471314,11.396210227502987,15.93341677696038
0.5108778134894294,0.2309156024476901,8.436081571056258,0,0.5393749202785192,5.932907833431007,60.46254615107259,4.743625090156493,4.409643409078637,307.0262232729867,20.951373881248287,398.06314528684436,7.7915241869125245,19.99444702292235
0.47432201473516933,30.035326567018963,4.960139360271414,0,0.4225523879698115,6.065929582780222,65.60667277650727,6.25843041467849,6.1004965707377385,300.987868083135,16.605929381302428,392.38705608146876,12.170398009072432,20.161774935939306
-0.001779117013664476,-0.5287963380652444,12.012703276334186,0,0.5704819461739138,6.009040893194148,77.3205247255241,2.527560284104009,0.6542552002525993,274.8293673070523,21.06200151506043,397.72724418879955,7.723697858835471,12.345169533501041
0.2220592042679534,20.621805833213635,3.993804544414775,0,0.6449777444650475,7.219921148084945,91.99601111494923,1.9990567604415188,4.597632047175193,257.14087720446406,13.052550858539185,390.02885127550354,8.115613208707027,36.556056297009604
-0.26026643034314056,0.5107520514855397,4.479452521747839,0,0.44072950698720637,6.02449547569152,48.836216430858485,8.044352962336871,2.9707007948456767,344.20102277925884,18.78963341809769,382.159055992112,10.330981286129092,17.118477927421953
-0.18281413288801737,20.889722338300956,5.609087719521724,0,0.4342168699430034,6.5131554184629,20.83567956026303,6.823487869974463,4.407809682746471,238.51325534627279,16.781236035194198,393.0340169331084,5.171909851610383,25.062112659111474
16.939632436767933,-0.4510042535486901,18.392468207802512,0,0.697815574496034,5.253329733779347,98.74936522440005,1.4200429078129788,23.951215454344254,661.1221729520255,20.087066777435496,401.48601040094445,30.552047594440516,7.18528197671663
0.09159121178738501,0.3788286245948483,5.098185220037489,0,0.5124671093150335,6.0011644232105255,45.36243236449708,4.759461364201469,5.3414115237972135,220.74475272314442,20.13139861393551,397.86289820855967,9.776022310070449,19.238400974951254
0.21686101951683115,0.1298434541767609,3.637738093471705,0,0.4916821044252427,6.379185042828003,73.49832183619337,3.087551755043898,2.0919305752044006,273.20916903441724,17.820676911475186,392.40176443314067,8.28961997394297,22.16740564557767
3.58709268010903,-1.0002992865360714,17.970391751798644,0,0.720812772905519,4.987428935347961,91.14281165688688,1.8318772611294702,24.123098999142172,665.145875015263,20.191044777167487,313.4720809909834,14.084704570854798,21.076172381020406
10.007304511834787,-0.046957614475959586,18.087880920646004,0,0.7394931146908594,6.5452305566705515,101.6662374222569,1.9708808140488425,23.651086051819103,666.9929934101151,20.204866391300406,385.3319811576863,18.852602223023,15.550439479208828
9.674484905452484,0.18100221107002787,17.884385043585308,0,0.7116371401905595,6.735724245734161,92.66932333044028,2.4398899218674623,24.244897657750354,659.8097830228568,20.26749782350544,3.4192058010501603,18.38557860701173,14.623126862637456
37.58235928313703,-0.6214675175629607,18.191523644572076,0,0.6794864231214542,6.214291053177342,79.11212970480636,1.831804109611513,23.91250979626101,663.6658846341134,20.122885304494986,21.239529838867433,14.389489484479382,10.507726383426304
0.9427083149978969,20.131135029172498,4.260673185878323,0,0.6441613152362019,7.316611248312228,93.11539064470355,2.091487975147303,5.225455095985093,266.9692413807496,12.984660475356756,391.2925982631382,11.164255198613585,30.947997712812725
0.08351731842820934,-1.0049240386703537,18.084440548501583,0,0.5800132329181236,6.3098433926209685,86.01074982899782,2.029104633810974,23.787324323519563,669.0081471447278,20.212256468665387,86.4450227579177,17.55509965621331,14.613392321999648
1.5194697939761603,0.9229755146391534,8.100398335507128,0,0.5347314805508905,6.083295571285998,96.54242692869947,3.79045724112895,4.046248437777375,303.3364724988493,20.95426596285507,247.21273911303675,20.355784788419136,13.047299790282766
0.038265659014485615,0.8620260902980964,10.365805519141023,0,0.4867931797822746,5.86796339202941,20.580667168670736,3.978428722049599,4.091949430718603,277.81738337124915,18.692972099102906,394.0424245944441,11.17010007237616,22.794401879355746
-0.26635022185520063,24.825572712826855,4.813879988254939,0,0.42195538081139916,6.696499293340311,33.82080384852287,5.4568582265613905,3.959763758762778,292.1176242760865,19.059011227871753,395.73242563006585,5.460959704801626,28.21061520504066
11.937512779975675,0.25105743467305613,17.77962475540428,0,0.7185633725507174,6.860304788671339,76.18661724230685,1.8839281078981542,24.10567439786545,665.9110228726414,20.218843685432834,41.26281149779787,22.532111149526,8.412961349009871
0.09907494173088756,-1.66466255456787,6.726383373749586,0,0.4505367326852872,5.607751536488812,60.26897582625263,6.15060969401804,2.9304123470128833,229.49516813630623,18.016532421774908,396.5692334751203,16.342815042707667,19.160611254923943
4.264522549786625,-0.7987514439982986,9.735615831768387,0,0.7644827221354272,6.1200032500984385,81.99231529610566,2.4500829002579763,23.83045405123198,665.1214376405425,20.10264920121674,390.2740697454989,12.804794254732512,22.329776756637425
22.720711965769645,-0.2029288809508473,18.36530681741989,0,0.700087355699447,4.993486267655431,90.68331882541138,1.461322550982624,24.419380807532193,666.4660579160658,20.199498190669157,399.1588433159374,31.82030944477571,7.683068138021924
0.142124311080413,-0.7405798692293478,7.635045743537966,0,0.4682354305374532,6.417356134416234,80.128769752695,4.962313417041271,2.2740051406775135,241.2356755123915,17.823792987431947,391.73370142237764,9.318700337821028,21.183033829592624
8.322827119983652,0.49347202549587016,17.982014052374446,0,0.7011871969810086,5.410331295351028,99.19599866553942,1.699598664441284,23.801248599256272,665.8414670751965,20.14060114435759,400.08217295542653,20.81623806156214,11.793701368782854
0.2283919236676727,22.379640001746264,5.928696820664052,0,0.43895502056878466,5.997318381581083,21.4379799496878,6.742790416508824,4.148487760429184,235.70176918996492,16.819530918036726,399.1474950405164,8.1331814350666,23.354419384149892
0.023779438158485752,-0.8127509904401574,8.609028466829825,0,0.5149468088226847,5.862186239762883,97.79520973268791,2.078997753484848,4.805999077187817,379.13283107707196,20.828129275503592,397.47915442052783,16.565827713777413,19.473558003948682
0.6361524581549766,19.421519041120135,3.939577990675727,0,0.6426115178678251,6.8378685206045295,101.38730843018807,1.9807243993138783,4.690539305573209,263.2449440945576,13.044850569251983,391.78560427382666,6.945674057752031,29.628716187488198
-0.08445579999045455,0.16263683547510893,9.987012212931223,0,0.5441022860664585,5.964787925399077,77.63475080914964,3.060058502324989,4.270049408804095,303.1643863886848,18.468704639382704,399.0169072190682,9.922070087672408,20.259518956440733
4.4993212624244,1.1128844674340972,18.112453905130813,0,0.6175763822525372,6.454344339638028,92.82359974009826,2.2853511664336263,23.554858876287085,663.1372827742155,20.21768760933192,392.18048926071515,18.672115505216446,16.86929629571796
-0.24941908582198552,44.15564040054905,3.462205038334028,0,0.4293027534185324,6.909311988102218,21.666030752245824,6.554244276677447,5.242111245539813,397.10499922100394,15.079663809917816,379.6329274229441,4.948620595346068,36.63126691955803
13.979782948661768,0.17202262704865381,18.017867711966762,0,0.694201859774517,6.337486663727393,100.36242891186792,1.5866861268320391,23.933984438167247,666.3084980330406,20.137208340819864,394.78790400647915,20.448442577603956,7.337580179184484
0.17292193232832237,1.2580689502200448,13.608783690049206,0,0.5541355189868713,6.6431908663302215,83.60777379292918,3.577247402076201,4.944740265653693,280.4969753682935,16.43667699180959,388.2570648099559,9.680852921694422,28.724559648864147
-0.07346126650869486,-1.1409587705161746,6.599514638313305,0,0.447468031514447,6.183890289626411,6.887038963982107,5.731671224419235,3.1070343045680526,232.4983742079858,17.901376817251425,391.3811523153634,7.475040238806055,24.522379378382475
1.366124968160856,-0.884903315837617,19.711393924849222,0,0.606912685591581,7.488273321064292,92.67432922515844,1.9525761668729678,5.151819464295372,405.01791109687775,14.525028932758548,374.4451489365315,1.805184290997744,50.23581552011428
0.3685140249864246,82.20739216221514,1.9743444383982354,0,0.4125558996721551,6.163133024167789,38.92769703968444,6.270261079585755,1.7841444685686296,345.2616074142549,14.780719802288754,391.51237146721417,7.186940602939138,23.492368458057026
10.580195640448077,-0.35959838099350566,17.980102451485777,0,0.7395850436682357,6.413554554408059,96.0149894987357,2.0041029326922195,24.187482691262936,668.8925809008799,20.20887561674502,44.090007462239186,23.791738610472454,11.895653767938601
3.0080136615451667,0.5613073596215582,18.10171082500156,0,0.5263651692712099,5.742710531776627,40.45083310924115,4.125795559958095,24.02961440043349,667.8997350232218,20.146802439177556,387.96751592924704,9.95477008445216,22.246823411346874
-0.1494064092654513,20.166927349616316,7.119892976390684,1,0.455850288393609,5.928584517808979,61.43962352046697,4.048688562068308,2.671896153530428,227.37766902241822,18.664620740017398,385.5142075467114,13.768887600129741,21.097299207906516
0.009286876010483343,-1.2260616395038406,1.2862784722575742,0,0.4322773652923454,6.4981586229634605,44.71439977081204,8.738700004099535,0.955625764261225,338.60733706278893,19.65599488345759,400.65875774047976,11.174809710253129,23.007552789482588
-0.14427438351682328,0.35602165137282615,5.958040859946767,0,0.42957583231692875,6.9576822467742785,17.0272621082474,5.545967059518332,7.360814640114351,331.97671411997624,16.055286160091033,392.90536930732264,4.88790811989441,33.016762315022895
0.21198613368884656,19.601062867083897,7.206657032579165,0,0.4624164347635746,5.859339849498656,41.30526243021679,4.44212387611627,3.4379563737177525,222.50239041325645,18.623274419031723,385.7761376299957,13.078099166613375,20.924573731252277
4.9684341968053,0.8803291516997989,18.417637974077213,0,0.7081802688273128,6.546550825322699,87.54420597220194,2.336551707206418,24.187384172678485,667.2384405280442,20.315675537196995,50.91178443868469,18.2568052503078,14.01641879828093
3.248972804099802,-0.43350842327929334,18.199475314183516,0,0.708098479641349,6.3923795434801445,89.53164567103043,2.6157860469010954,23.689061114765334,671.3772218309977,20.305449333799377,394.22227276399315,14.396534495604746,17.850043555877175
0.4012511622664746,-0.4397443728407924,10.785843049845827,0,0.48839568274108924,5.409991517175605,8.98272493930151,3.667577433062096,4.128155246661449,273.7030369786022,18.623362673981433,350.07812588050945,29.53628240000664,23.477270840918916
0.27521775740262555,22.373788671327503,6.10980830721156,0,0.42846374871570514,6.428135754586381,9.698220402095805,7.342551048987789,7.2222599976943105,326.82269895815784,19.130031192870735,377.4759602239401,3.941621696067078,25.0089831707861
-0.04318078399831769,0.5269943031590877,12.157308607311185,0,0.5743139520215211,6.780734353285781,89.22829203262656,2.3883356359172976,1.189567829439081,273.9173377371712,21.051406562101253,396.4494582999957,6.8408916370369015,22.588566979574967
-0.28811756895490964,45.3095263010405,3.563520142587583,0,0.43857317300424875,7.194860945985035,39.1802091652276,4.457707121754108,5.205044017891304,400.09970124060607,15.118360964558809,394.8986911101807,5.597847865883634,34.88292560335808
0.1478662968350096,-1.1643326116574995,14.040351753146862,0,0.4381153793376456,6.682112501888359,31.47950037303109,5.8808795547113535,4.0948907756717725,284.8332240187569,16.04183638177376,396.98539296727637,6.341047896152979,28.22906383179013
0.08104420800005849,0.3716492890337977,10.694524725824756,1,0.48982945515195686,5.820266901344651,54.61995021766184,3.7188053948378172,3.981084609495491,276.62199199520336,18.552323127931956,390.8911153296296,15.818408455984304,22.02896727791512
0.3118168616964372,-0.7144521307929359,10.369281081821219,0,0.49448484336989035,5.785779704055995,72.76821016311307,4.325435861202216,3.841083592366706,276.5247315303634,18.620684629953377,388.6829467754618,11.58128175580919,22.714264626292948
0.2593337320585535,0.16251784850440998,6.340943722896154,1,0.5032886914645774,6.648258327637738,77.66283209195585,4.077955470417145,7.504225494375399,295.79929234186886,17.385226349334644,387.38238276095933,9.506733913793731,25.083515245198328
0.4422673344536776,-0.9834498526889052,4.917291060992457,0,0.5148090282617389,5.8969938700588544,59.85514457270492,5.6294953103929934,5.0887204688148335,222.88970787041976,20.23255266172703,395.00957487671394,10.678000486859588,18.74192915054395
3.6354056936967547,0.3082986822117511,17.94017396268378,0,0.7219376039096232,4.97954007232596,91.91470788869636,1.7192985255857862,24.04860031106565,665.2045831844312,20.207670627037025,316.1242368303939,13.866775969968502,21.752763307976718
-0.20956675254950005,20.44283880905235,5.902199574676058,0,0.4433959580168556,6.529355650220081,20.412884274506105,6.784957582021594,4.145648724695847,242.18954069077938,16.600411706128394,394.02851821674625,5.243594715183061,25.229179936724574
